Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Germ-P4S1-ACN-c_S180.ITS1.R2	21.106354955548237	28.975963121501476
Germ-P4S1-Chanvre-a_S229.ITS1.R1	19.15759863794507	55.95528906654819
Germ-P4S1-Chanvre-a_S229.ITS1.R2	14.094307498704566	36.346139610629955
Germ-P4S1-Chanvre-b_S230.ITS1.R1	22.27548099327608	52.78609946075494
Germ-P4S1-Chanvre-b_S230.ITS1.R2	11.463950469342919	38.119965381798814
Germ-P4S1-Chanvre-c_S231.ITS1.R1	14.637054702638247	59.53197197794004
Germ-P4S1-Chanvre-c_S231.ITS1.R2	9.502161275898047	41.28036965270534
Germ-P4S1-Colza-a_S205.ITS1.R1	26.535601507588876	50.43292248140983
Germ-P4S1-Colza-a_S205.ITS1.R2	20.362636243251504	34.80696750534791
Germ-P4S1-Colza-b_S206.ITS1.R1	28.701666142722416	48.436026406790276
Germ-P4S1-Colza-b_S206.ITS1.R2	11.820182332599812	42.87959761081422
Germ-P4S1-Colza-c_S207.ITS1.R1	21.952856929732956	54.863493957929265
Germ-P4S1-Colza-c_S207.ITS1.R2	17.768163508876622	38.21423243323888
Germ-P4S1-Colza-myro-a_S208.ITS1.R1	34.18000293642637	42.50477169284985
Germ-P4S1-Colza-myro-a_S208.ITS1.R2	18.57289678461313	29.93686683306413
Germ-P4S1-Colza-myro-b_S209.ITS1.R1	28.64267129228101	48.41717259323502
Germ-P4S1-Colza-myro-b_S209.ITS1.R2	20.37077189939289	30.51821335646144
Germ-P4S1-Colza-myro-c_S210.ITS1.R1	24.292633188886057	53.2585606253717
Germ-P4S1-Colza-myro-c_S210.ITS1.R2	20.171637352366385	34.91375647888523
Germ-P4S1-GR24-a_S181.ITS1.R1	26.72004342515945	48.93472655719911
Germ-P4S1-GR24-a_S181.ITS1.R2	19.419188492332744	30.865789116569402
Germ-P4S1-GR24-b_S182.ITS1.R1	26.1738205831328	49.3648217583525
Germ-P4S1-GR24-b_S182.ITS1.R2	14.628686552129386	36.90189714029882
Germ-P4S1-GR24-c_S183.ITS1.R1	18.91075302138209	55.66315463278585
Germ-P4S1-GR24-c_S183.ITS1.R2	12.457390765416795	38.28633405639914
Germ-P4S1-Tabac-a_S232.ITS1.R1	17.008687837028162	58.141102456560944
Germ-P4S1-Tabac-a_S232.ITS1.R2	12.769622528460156	38.33133612941886
Germ-P4S1-Tabac-b_S233.ITS1.R1	18.565435551534097	55.9019494941186
Germ-P4S1-Tabac-b_S233.ITS1.R2	13.983713087110306	36.31652545858353
Germ-P4S1-Tabac-c_S234.ITS1.R1	24.548919949174078	51.69843286742905
Germ-P4S1-Tabac-c_S234.ITS1.R2	19.135959339263025	33.545108005082604
Germ-P6S1-ACN-a_S184.ITS1.R1	51.396450897358335	27.40471869328499
Germ-P6S1-ACN-a_S184.ITS1.R2	40.15426497277677	21.61222020568662
Germ-P6S1-ACN-b_S185.ITS1.R1	27.42162733356816	48.221204649524445
Germ-P6S1-ACN-b_S185.ITS1.R2	20.00704473406129	35.247152753316904
Germ-P6S1-ACN-c_S186.ITS1.R1	32.62909299802132	43.837365162443376
Germ-P6S1-ACN-c_S186.ITS1.R2	23.980340843811835	32.2844194804366
Germ-P6S1-Chanvre-a_S235.ITS1.R1	24.14858229051164	50.23760494218284
Germ-P6S1-Chanvre-a_S235.ITS1.R2	17.10755583716141	32.97164581023287
Germ-P6S1-Chanvre-b_S236.ITS1.R1	47.510968119333135	30.242761041240108
Germ-P6S1-Chanvre-b_S236.ITS1.R2	34.571512138052064	24.065516232816606
Germ-P6S1-Chanvre-c_S237.ITS1.R1	29.163454124903627	47.089437162683126
Germ-P6S1-Chanvre-c_S237.ITS1.R2	20.778720123361605	32.38242097147264
Germ-P6S1-Colza-a_S211.ITS1.R1	32.58961474036851	43.33668341708549
Germ-P6S1-Colza-a_S211.ITS1.R2	23.72529313232831	30.083752093802346
Germ-P6S1-Colza-b_S212.ITS1.R1	26.463626321603286	49.1163010888432
Germ-P6S1-Colza-b_S212.ITS1.R2	18.27363105570459	32.94934511598547
Germ-P6S1-Colza-c_S213.ITS1.R1	41.07415318889228	35.99023497101007
Germ-P6S1-Colza-c_S213.ITS1.R2	31.168751907232224	27.018614586512047
Germ-P6S1-Colza-myro-a_S214.ITS1.R1	29.017125837676844	45.83767684288904
Germ-P6S1-Colza-myro-a_S214.ITS1.R2	20.201042442293375	33.871928518242726
Germ-P6S1-Colza-myro-b_S215.ITS1.R1	24.517062377669983	51.0169347289592
Germ-P6S1-Colza-myro-b_S215.ITS1.R2	17.624031997276827	34.15879499617054
Germ-P6S1-Colza-myro-c_S216.ITS1.R1	39.106859997563056	36.5846228829049
Germ-P6S1-Colza-myro-c_S216.ITS1.R2	28.865602534421836	27.9639332277324
Germ-P6S1-GR24-a_S187.ITS1.R1	40.03757436593258	36.906377204884656
Germ-P6S1-GR24-a_S187.ITS1.R2	29.1827575409665	24.204154054900307
Germ-P6S1-GR24-b_S188.ITS1.R1	39.11162388231901	38.77704066916641
Germ-P6S1-GR24-b_S188.ITS1.R2	29.027978079030863	28.479953850591304
Germ-P6S1-GR24-c_S189.ITS1.R1	33.226862572865926	44.52607202746947
Germ-P6S1-GR24-c_S189.ITS1.R2	26.399425057893477	30.751417391998732
Germ-P6S1-Tabac-a_S238.ITS1.R1	32.615066367867605	41.449750043095925
Germ-P6S1-Tabac-a_S238.ITS1.R2	22.108257197034995	31.132563351146388
Germ-P6S1-Tabac-b_S239.ITS1.R1	22.257479601087944	53.13916591115139
Germ-P6S1-Tabac-b_S239.ITS1.R2	16.171804170444243	33.6128739800544
Germ-P6S1-Tabac-c_S240.ITS1.R1	27.565621982266702	48.0818189798964
Germ-P6S1-Tabac-c_S240.ITS1.R2	20.84101483627425	31.612676674567627
Seed-Control-a_S80.ITS1.R1	22.754294616866876	50.37103849780661
Seed-Control-a_S80.ITS1.R2	20.704358164896888	34.52502972407856
Seed-H2O-a_S8.ITS1.R1	22.72079237637878	51.016732948150405
Seed-H2O-a_S8.ITS1.R2	18.81143543183012	33.29331432430404
Seed-H2O-b_S16.ITS1.R1	12.820976491862568	57.20916214587096
Seed-H2O-b_S16.ITS1.R2	12.531645569620252	38.59553948161542
Seed-H2O-c_S24.ITS1.R1	16.45946974502093	53.38069262970957
Seed-H2O-c_S24.ITS1.R2	13.56082709628314	37.27007484460229
Seed-Mock-a_S79.ITS1.R1	63.46185806880506	21.339537975735396
Seed-Mock-a_S79.ITS1.R2	46.509888648828316	10.902443077945826
Seed-P1S1-a_S1.ITS1.R1	23.426501461326307	54.23784629317089
Seed-P1S1-a_S1.ITS1.R2	17.32597867698514	35.54110237516976
Seed-P1S1-b_S9.ITS1.R1	23.085896076352068	52.69353128313894
Seed-P1S1-b_S9.ITS1.R2	18.303287380699896	36.74973488865322
Seed-P1S1-c_S17.ITS1.R1	25.331984873801776	50.167091724562454
Seed-P1S1-c_S17.ITS1.R2	13.450883827279922	39.490809955149075
Seed-P1S2-a_S25.ITS1.R1	26.083089158643784	50.39242360820427
Seed-P1S2-a_S25.ITS1.R2	22.059439095856007	33.078694014231914
Seed-P1S2-b_S33.ITS1.R1	22.55029201817002	53.8124594419208
Seed-P1S2-b_S33.ITS1.R2	19.040666234047155	35.485615401254634
Seed-P1S2-c_S41.ITS1.R1	20.73002374509912	54.62477221271189
Seed-P1S2-c_S41.ITS1.R2	15.726986581257938	37.38472582693687
Seed-P1S3-a_S49.ITS1.R1	25.39601691030408	51.97371772016497
Seed-P1S3-a_S49.ITS1.R2	21.19390821575918	36.50486425915547
Seed-P1S3-b_S57.ITS1.R1	22.292770333437208	55.270333437207825
Seed-P1S3-b_S57.ITS1.R2	18.537706450607665	37.834995325646645
Seed-P1S3-c_S65.ITS1.R1	23.013104872845485	53.740137482645366
Seed-P1S3-c_S65.ITS1.R2	16.839930920050115	38.82360908875417
Seed-P1S4-a_S73.ITS1.R1	24.39628193750292	51.515717688822434
Seed-P1S4-a_S73.ITS1.R2	20.855714886262785	34.64897940118642
Seed-P1S4-b_S81.ITS1.R1	22.838899803536343	52.56295767101263
Seed-P1S4-b_S81.ITS1.R2	19.12395070548312	35.17145918914092
Seed-P1S4-c_S88.ITS1.R1	25.02387318563789	50.66844919786096
Seed-P1S4-c_S88.ITS1.R2	20.535714285714285	33.35084033613444
Seed-P2S1-a_S2.ITS1.R1	22.126339264071362	54.70015028845691
Seed-P2S1-a_S2.ITS1.R2	16.032384738449604	36.20012604838318
Seed-P2S1-b_S10.ITS1.R1	22.97447931944852	53.7283660897624
Seed-P2S1-b_S10.ITS1.R2	18.38075682018187	38.022880610149585
Seed-P2S1-c_S18.ITS1.R1	23.512857836001942	53.313925278990794
Seed-P2S1-c_S18.ITS1.R2	17.020863658418246	37.937894226103836
Seed-P2S2-a_S26.ITS1.R1	20.200881920627143	56.4576188143067
Seed-P2S2-a_S26.ITS1.R2	15.62469377756002	39.475747182753565
Seed-P2S2-b_S34.ITS1.R1	21.971102216147614	54.66172019916037
Seed-P2S2-b_S34.ITS1.R2	15.947476325295323	38.03573171922288
Seed-P2S2-c_S42.ITS1.R1	23.49176859162925	54.56469009650624
Seed-P2S2-c_S42.ITS1.R2	16.46281674149765	37.812870929452416
Seed-P2S3-a_S50.ITS1.R1	18.55344359417428	58.918785485065484
Seed-P2S3-a_S50.ITS1.R2	15.097506788447296	39.41742779560608
Seed-P2S3-b_S58.ITS1.R1	18.242146471880073	58.60307457271074
Seed-P2S3-b_S58.ITS1.R2	15.09118686145326	39.84054234698748
Seed-P2S3-c_S66.ITS1.R1	19.70125151392814	57.12106939398018
Seed-P2S3-c_S66.ITS1.R2	14.076167406809311	40.57775983492575
Seed-P2S4-a_S74.ITS1.R1	40.07169376520292	39.30781376690993
Seed-P2S4-a_S74.ITS1.R2	30.004694234626385	28.148337814193667
Seed-P2S4-b_S82.ITS1.R1	37.382198952879584	40.90909090909094
Seed-P2S4-b_S82.ITS1.R2	27.35840076154212	29.742979533555456
Seed-P2S4-c_S89.ITS1.R1	37.48373101952278	41.34490238611717
Seed-P2S4-c_S89.ITS1.R2	27.718004338394792	28.92407809110628
Seed-P3S1-a_S3.ITS1.R1	34.45465323058684	43.15352697095439
Seed-P3S1-a_S3.ITS1.R2	27.148784825133372	27.56372258446952
Seed-P3S1-b_S11.ITS1.R1	44.66342304612921	33.663854160251304
Seed-P3S1-b_S11.ITS1.R2	37.827184824782904	22.49799839871899
Seed-P3S1-c_S19.ITS1.R1	33.44965883639773	43.304338767644154
Seed-P3S1-c_S19.ITS1.R2	27.82957445700297	29.459867701442768
Seed-P3S2-a_S27.ITS1.R1	31.92394456977119	46.458266194005844
Seed-P3S2-a_S27.ITS1.R2	26.90944247502417	30.383499838865617
Seed-P3S2-b_S35.ITS1.R1	32.41025641025641	46.25641025641029
Seed-P3S2-b_S35.ITS1.R2	27.156695156695154	31.219373219373214
Seed-P3S2-c_S43.ITS1.R1	31.286661915465157	46.32421468121264
Seed-P3S2-c_S43.ITS1.R2	26.292418178827916	30.256016665752966
Seed-P3S3-a_S51.ITS1.R1	39.57575757575758	39.373737373737455
Seed-P3S3-a_S51.ITS1.R2	33.32828282828283	24.994949494949438
Seed-P3S3-b_S59.ITS1.R1	36.700421940928265	41.05063291139237
Seed-P3S3-b_S59.ITS1.R2	30.71729957805907	26.48945147679325
Seed-P3S3-c_S67.ITS1.R1	40.336402589114776	38.121068465675954
Seed-P3S3-c_S67.ITS1.R2	33.66760871547087	24.573798887774608
Seed-P3S4-a_S75.ITS1.R1	35.817322080565035	41.88064882983174
Seed-P3S4-a_S75.ITS1.R2	29.7659663614054	28.945950799066207
Seed-P3S4-b_S83.ITS1.R1	33.80483703447253	42.821108858004834
Seed-P3S4-b_S83.ITS1.R2	28.502893318166084	28.003363173252854
Seed-P3S4-c_S90.ITS1.R1	31.531491712707183	45.32596685082876
Seed-P3S4-c_S90.ITS1.R2	25.5292817679558	29.586740331491733
Seed-P3S5-a_S4.ITS1.R1	30.978077571669477	47.17537942664417
Seed-P3S5-a_S4.ITS1.R2	24.869308600337266	30.050590219224286
Seed-P3S5-b_S12.ITS1.R1	37.55685510071475	41.01564452441642
Seed-P3S5-b_S12.ITS1.R2	32.07877242964962	27.75028739941022
Seed-P3S5-c_S20.ITS1.R1	27.830084182543196	49.07509968985378
Seed-P3S5-c_S20.ITS1.R2	23.543420469649977	32.53212228622064
Seed-P4S1-a_S28.ITS1.R1	23.524355300859597	54.12034383954152
Seed-P4S1-a_S28.ITS1.R2	18.601719197707737	37.58739255014326
Seed-P4S1-b_S36.ITS1.R1	19.002822201317027	57.12867147486155
Seed-P4S1-b_S36.ITS1.R2	14.586599770042854	41.03167137033554
Seed-P4S1-c_S44.ITS1.R1	18.485252361360608	58.53856406096067
Seed-P4S1-c_S44.ITS1.R2	15.570493133221303	39.24204670568461
Seed-P4S2-a_S52.ITS1.R1	17.681903445552376	58.742225293711144
Seed-P4S2-a_S52.ITS1.R2	14.399249679139107	41.59344456511009
Seed-P4S2-b_S60.ITS1.R1	18.46974575863892	58.485125198250614
Seed-P4S2-b_S60.ITS1.R2	14.749843802566446	40.7410967462873
Seed-P4S2-c_S68.ITS1.R1	19.45634966601027	56.897949727788685
Seed-P4S2-c_S68.ITS1.R2	13.981234796710298	40.086489825861996
Seed-P4S3-a_S76.ITS1.R1	36.98946154249463	41.15765742148583
Seed-P4S3-a_S76.ITS1.R2	20.00734021915797	36.85838620038797
Seed-P4S3-b_S84.ITS1.R1	38.17362335880855	39.917695473250994
Seed-P4S3-b_S84.ITS1.R2	20.566333529296493	36.88516558886929
Seed-P4S3-c_S91.ITS1.R1	36.4841903073286	41.999113475177325
Seed-P4S3-c_S91.ITS1.R2	18.52836879432624	38.2424645390071
Seed-P4S4-a_S5.ITS1.R1	39.16251830161055	41.14787701317721
Seed-P4S4-a_S5.ITS1.R2	20.345534407027817	34.78770131771596
Seed-P4S4-b_S13.ITS1.R1	39.144922980194906	39.67934611757309
Seed-P4S4-b_S13.ITS1.R2	24.65891229173216	34.76894058472176
Seed-P4S4-c_S21.ITS1.R1	36.28905188807389	41.69519152404241
Seed-P4S4-c_S21.ITS1.R2	21.619125237707145	34.99592502037492
Seed-P5S1-a_S29.ITS1.R1	27.638357985707163	49.79779513600356
Seed-P5S1-a_S29.ITS1.R2	22.995955902720073	33.48844939338538
Seed-P5S1-b_S37.ITS1.R1	25.304014659337	51.92403798100948
Seed-P5S1-b_S37.ITS1.R2	21.111666389027707	34.316175245710454
Seed-P5S1-c_S45.ITS1.R1	22.66574658952174	54.47741387547112
Seed-P5S1-c_S45.ITS1.R2	19.300387494028346	35.29911354105846
Seed-P5S2-a_S53.ITS1.R1	25.035871326081928	52.233279333487616
Seed-P5S2-a_S53.ITS1.R2	20.879426058782688	34.88544318444802
Seed-P5S2-b_S61.ITS1.R1	24.061406715054044	52.63432718918074
Seed-P5S2-b_S61.ITS1.R2	20.03028562477155	35.392407707169355
Seed-P5S2-c_S69.ITS1.R1	24.37711473392802	52.43002153183642
Seed-P5S2-c_S69.ITS1.R2	20.38347175228135	35.48139034143341
Seed-P6S1-a_S77.ITS1.R1	32.429521401142644	45.08288845181229
Seed-P6S1-a_S77.ITS1.R2	20.609721831975275	36.82682401423622
Seed-P6S1-b_S85.ITS1.R1	27.067861715749043	50.740076824583824
Seed-P6S1-b_S85.ITS1.R2	15.733674775928296	39.73879641485277
Seed-P6S1-c_S92.ITS1.R1	25.55715617320566	51.415134310651666
Seed-P6S1-c_S92.ITS1.R2	14.55385136852809	39.35259723752225
Seed-P6S2-a_S6.ITS1.R1	35.240933427618955	43.948883725628846
Seed-P6S2-a_S6.ITS1.R2	20.99707041115264	35.30154561066776
Seed-P6S2-b_S14.ITS1.R1	35.0398313027179	43.29311152764758
Seed-P6S2-b_S14.ITS1.R2	23.781630740393627	36.123477038425506
Seed-P6S2-c_S22.ITS1.R1	34.827010260081124	42.853734192316836
Seed-P6S2-c_S22.ITS1.R2	22.72965879265092	35.81006919589596
Seed-P6S3-a_S30.ITS1.R1	31.878229124771835	45.72285988305548
Seed-P6S3-a_S30.ITS1.R2	18.332147387309348	37.32790891934537
Seed-P6S3-b_S38.ITS1.R1	31.24772833480451	47.42198452671471
Seed-P6S3-b_S38.ITS1.R2	17.233501220208733	39.238797445350215
Seed-P6S3-c_S46.ITS1.R1	31.758699606830586	45.70154333665856
Seed-P6S3-c_S46.ITS1.R2	16.207969015902822	38.18437885100637
Seed-P7S1-a_S54.ITS1.R1	24.573444825752816	52.72850306926384
Seed-P7S1-a_S54.ITS1.R2	14.717966068925517	41.2441393977476
Seed-P7S1-b_S62.ITS1.R1	25.205196499429256	51.149643963689705
Seed-P7S1-b_S62.ITS1.R2	15.29597216937544	39.94673044518129
Seed-P7S1-c_S70.ITS1.R1	25.407222270102558	51.245367577350684
Seed-P7S1-c_S70.ITS1.R2	18.34870292165819	38.77014565198654
Seed-P7S2-a_S78.ITS1.R1	23.733779824194222	52.14641179480028
Seed-P7S2-a_S78.ITS1.R2	15.180689270266498	39.02144086321562
Seed-P7S2-b_S86.ITS1.R1	22.646255954611146	52.925119092222886
Seed-P7S2-b_S86.ITS1.R2	15.746935716961943	36.9212653214152
Seed-P7S2-c_S93.ITS1.R1	24.589430348592654	51.49684521412267
Seed-P7S2-c_S93.ITS1.R2	16.27959010157963	37.754508435136714
Seed-P7S3-a_S7.ITS1.R1	21.69834307992203	55.19005847953217
Seed-P7S3-a_S7.ITS1.R2	13.961988304093568	37.43299220272908
Seed-P7S3-b_S15.ITS1.R1	25.05529405092724	51.37526229229282
Seed-P7S3-b_S15.ITS1.R2	18.091079226450404	37.37877842681339
Seed-P7S3-c_S23.ITS1.R1	24.866775708331133	50.794069540442194
Seed-P7S3-c_S23.ITS1.R2	17.754445206563606	35.55110008969557
Seed-P7S4-a_S31.ITS1.R1	28.774729376633072	46.817842478536775
Seed-P7S4-a_S31.ITS1.R2	19.820828667413217	32.49346771183281
Seed-P7S4-b_S39.ITS1.R1	28.506761726928083	47.145362983081505
Seed-P7S4-b_S39.ITS1.R2	19.691054150398912	32.54682283709613
Seed-P7S4-c_S47.ITS1.R1	28.07037329423706	47.43994586669672
Seed-P7S4-c_S47.ITS1.R2	19.17221157099357	32.80139844366755
Seed-PBS-a_S55.ITS1.R1	22.663193380324852	50.10215548064153
Seed-PBS-a_S55.ITS1.R2	16.22739809990806	35.71355603228113
Seed-PBS-b_S63.ITS1.R1	17.38521301662103	55.93835572820483
Seed-PBS-b_S63.ITS1.R2	14.82519263834936	37.712539005285635
Seed-PBS-c_S71.ITS1.R1	18.523806908671535	54.648800043934315
Seed-PBS-c_S71.ITS1.R2	14.734471964413201	35.74056785106266
Seed-Pram-120-a_S32.ITS1.R1	37.73454587314377	38.396454472199835
Seed-Pram-120-a_S32.ITS1.R2	27.880741337630944	27.483596178197324
Seed-Pram-120-b_S40.ITS1.R1	38.409076818153636	37.37987475974947
Seed-Pram-120-b_S40.ITS1.R2	28.867257734515466	27.577655155310314
Seed-Pram-120-c_S48.ITS1.R1	39.28348733065019	36.897001303780996
Seed-Pram-120-c_S48.ITS1.R2	29.488124255994556	26.806870358823197
Seed-Pram-120-d-a_S56.ITS1.R1	13.817247632480353	56.73483779971787
Seed-Pram-120-d-a_S56.ITS1.R2	9.6060850292162	41.255289139633305
Seed-Pram-120-d-b_S64.ITS1.R1	16.385666114191004	55.69526204492197
Seed-Pram-120-d-b_S64.ITS1.R2	10.65897010916157	40.46979482196949
Seed-Pram-120-d-c_S72.ITS1.R1	18.80330834841044	52.9335745670716
Seed-Pram-120-d-c_S72.ITS1.R2	15.279572671663653	35.474282760403206
Soil-Control-a_S154.ITS1.R1	10.401057734684883	60.63855834679987
Soil-Control-a_S154.ITS1.R2	7.546153469467705	42.57871798638656
Soil-Mock-a_S136.ITS1.R1	63.7160511567754	20.706998131915505
Soil-Mock-a_S136.ITS1.R2	47.21224313838196	10.48282799252766
Soil-P2S1-a_S95.ITS1.R1	22.26923774406093	50.59541800157166
Soil-P2S1-a_S95.ITS1.R2	3.8324366801668375	37.52040137822644
Soil-P2S1-b_S101.ITS1.R1	20.366308400965124	50.811581487168255
Soil-P2S1-b_S101.ITS1.R2	6.021057249396797	37.744022812020155
Soil-P2S1-c_S107.ITS1.R1	12.267289174204844	55.90312226437115
Soil-P2S1-c_S107.ITS1.R2	6.2386927341698275	41.12051356871902
Soil-P2S2-a_S113.ITS1.R1	21.818846317841263	50.05786684534324
Soil-P2S2-a_S113.ITS1.R2	14.722543704696351	30.511055613083997
