Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
b5bad0db785b29d7464ff7810b076b87,Bacteria,Acidobacteria,Subgroup 6,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37
f8817de49ff53defc2663b74bf35f02b,Bacteria,Acidobacteria,Subgroup 6,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37
3c93adf4683c26909271aea19424ea85,Bacteria,Acidobacteria,Subgroup 6,Acidobacteria bacterium WX27,Acidobacteria bacterium WX27,Acidobacteria bacterium WX27,Acidobacteria bacterium WX27
49b4ce75e4f725818ee8d402d86067af,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,unidentified
97616cda9a4df7e728da1962e811c22d,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
704ed271069d519f504ee40a462f3a85,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
ccc8812ab546f2430a5091a9284ead59,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
d68c1cd318419c58d32d38e68c3d27da,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
d15bc449222795a9ff230013aa633686,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
6fe74bbd67e6c257e530999810c2359e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
3ebe761bfb1238c87195d431f41bf976,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
2084068fe4c4b6a22a301b57f8f3d8f4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
e8386d3a307c208c4b9f0a756259cd6b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
50a5111b76f0e1f3ef6b40e37a75147a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
76294058737c8a94f52921a017273a8e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
430d480477d450614cc88f3853c6ae7f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
af14539b32035ab47eb684a73f1fbee2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
3d5baff45729bf2214074c2e9f77ad10,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified
c22b16cc6108c04f29fea3b6d4c81571,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii
5c60f84b3d868e8544e0b7805e20ae77,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens
4922258996d37142c018005be668b483,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
5e288b74f90d9ed00bf08a8e032bc299,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
8a535d95bc64b0d0853edc847725b7e4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
bc21eb5df115c16cb625ceb844ffc0c4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
7a1f78821a8093d440270f0c8733fe88,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
a7baa09fd673897bdbde41afbed88fde,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,unidentified
b1f636fc5629c66132bffbb5925262f2,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter sp. HY02
1a78b00ff9c9c30174a2ca4e6ce0b96e,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
26003b20042c6de07e9b33846d9602c7,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
3ac4e6d2bf411194b3df70b4cf78e1bc,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
3b98c9be1d0a2496c670ce88fd981749,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
8b908329eeadb85e32f2f173ae7a9e5a,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,metagenome
90c339b5ecb06dbd62d231a4a8d2bf02,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured Adhaeribacter sp.
067e4fad50a1c00ddc8062d8d08b0552,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
0dee09e495f2f1175112bcc4c244bb18,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
4edc0e2914ca9831d84b7516c9b0b215,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
59315c7ab75b4199c34bdd7453b948d3,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
a222343886f47b39bb31ee242b7d0a58,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
fd1184fd1cb16c56ea9ecba792836259,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
caff050fa4317a8e04e2e8fc11e5653f,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured Bacteroidetes bacterium
6eabbc296f18f399ee0f53b2588ba422,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured Hymenobacter group bacterium
3725e63715d30df08b67d09db5ca80c4,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured soil bacterium
d68b2bb4e64d15bd43054b063943d0d8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified
1c4065f0021583fa1997e97d2479fba2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified
140318c59bcb263c7ae99cd0a7484ab9,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified
093dbcff1372d79fd828467dbbd5d9a7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified
549dc13489e2bbad9fdda3f9a645c6e8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured bacterium
9dcbfae0f559aba99778b00353fe7e62,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured bacterium
bf579d95185aa2fd11fe8bab16f121dc,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured bacterium
da6553934606f42debe37249483d4412,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured bacterium
d22d698c62469f79db428e800f9e2c6a,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,unidentified
21c8aea8c3a8eb2dbb403fdb684aedec,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,unidentified
6ef30ad70950c7994898405da4aa1f2a,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,unidentified
729bfda7f1614ac43b7829d7aec943f6,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,unidentified
277356612a89e19d530d6922d5f3e17c,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
448e74d63da54607ae8d0acb389c7acf,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
754c7c6f3b6988d240275e2f44436292,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
107273e73071282e4d0f4a0b46548da5,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified
78d5179c6df93523e0ee724b578909c2,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,bacterium SUTW 73
35ed22e9fa79ab018326b68bd06b3bb0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,uncultured bacterium
d3e69d35515659c49bdbf2619646fb8d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Agaricicola,Agaricicola taiwanensis
263e41ea2c25dc87bd2ff5910cf30d40,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,unidentified
de979122d7a208315b1501529f2934fa,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,agricultural soil bacterium SC-I-11,agricultural soil bacterium SC-I-11
43d248a62ce36537d3d5f286b2f64b68,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,unidentified
984919ce3c93ca2b6d54479b1c165fbb,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,unidentified
b758cde6d5121b176c6c64b571a41b02,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,unidentified
ad57dc761e2db1f97121d7001ca84644,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured bacterium
d76de2702662de364775fdc648c67e14,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured bacterium
e41f4f82ec76c379616bfc5b89951a9d,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured bacterium
af7ab8833a8bdc42fedcd2951a413da4,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured planctomycete
8e50d84fc526565c1963a5b490607d20,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Alcaligenes,unidentified
092a1a506f4d1bf4b25864c9561ff471,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,unidentified
b3f349766bdf1f0035ac28822411170d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,unidentified
57d493e272e76b68e3e2ccc27d9a9b44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,uncultured Aliihoeflea sp.
30ad487e1e86be71afce4e03fd7553b5,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,uncultured bacterium
2cfb4684efac8ac9ba01063a4e78689d,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Aliterella CENA595,uncultured bacterium
3f488ea34c95c224b7e14628f8e661d7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,uncultured bacterium
a7d9ac24cf597a17e98e400931d90089,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,uncultured bacterium
e3d49f0f303027b2fbbfec6c7bd436bf,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,uncultured bacterium
5aeb19d9399d9af44430d4538e62e3a4,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,unidentified
4b0113982625e2ee0f3907495937fdf4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
fd5f54a6c0723ce46bff2499fb0884ec,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
140cdc0260b40b346d337b13163a3037,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
427fc0f2f697c0aeb6ed3ea6ec157191,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
a00207dac8cecfb280ee732df82bf536,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
eff05b764e3dbfaa71255e6eef0b3e9c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
f531f238b4574ed14e92e760f0a06ac7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
ecef3db869d83159c7e100ae96faa65f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
2937de446e4e066a11138ce9b029a7d8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
c5109f6b4e8c717a9f7db0be410c7540,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
d6e308f5799590c3dd517894a1e332ac,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
1a883863725eead9924f1c1ae4f7f3da,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,unidentified
a0f8e88bfcf9148b7ea0bfef78694ccc,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,alpha proteobacterium USH5
5c569a4a28462e3c10e5ac1c5891e6af,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,metagenome
cdf2b7893a7c66be2475defd929d7c02,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,uncultured Amaricoccus sp.
bd8e976eb0ab586d67ff16a75c428286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,uncultured bacterium
fcd80f0cf279eff3c50b66a78d98beeb,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unidentified
893db38ec748bf6737492c576fe1c88d,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unidentified
5025b09c42b7209d3823b2ba73c5e6de,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unidentified
b2a2b34fb571bff9bde68b1826e93d5d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Anaerocella,uncultured Bacteroidetes bacterium
41f3f39a0335a7392afa80327caf0f77,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured organism
753997d6c3e304ef139bdedd28ff7e72,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,unidentified
ab5ba24b0141a5ceb76c076c7aa532ac,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,unidentified
173518a43842ad45c0bc1ecf3454ebc1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured bacterium
72c3a7e81ae15dd9bc1c9f0b0ccbe7a4,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured bacterium
ee20350ef4f7146213a3d743796fa6ed,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured bacterium
c532e7ba1d0b952dda43e4cabad6785e,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured delta proteobacterium
58f708b4364c4605ba2c64b64a2bef18,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans
b441b2dd4ae8833ffac2591ceb9b5ede,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Andalucia godoyi,Andalucia godoyi
cd69b9a670b43dd716be983fb22eb7a8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,unidentified
33295f1846cff2bf9c88e15798fbc91d,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,unidentified
e990c276fbc1c79a05390fbf6840daf2,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,unidentified
12f0627b0f930aff1182481eb84cbc7d,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,Aquabacterium citratiphilum
a5eaeb4e7555c0d1f555ff9cb891821b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium,unidentified
6c61359ef4c5452b1a3d982882aa0614,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,unidentified
54b8413946d33244373dd608348088ea,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,unidentified
e6d42a8fbc4ddc189f683b2ef1532d62,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,unidentified
a634f08595567424a4179e1116e69345,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,unidentified
c5dfd08ae9a02b38d74de84d0c0bb1d0,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,unidentified
c293a5fc6188d8b63c893c5e368b21e4,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,unidentified
94ce72ac2233b7fc07fde8f187f0fafb,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,unidentified
32a841fd242aecddd656401e56d69b9d,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
3bfe59464b0d58d1512685abdccb124d,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
75f2a155feb020ca2222e164e8771fdf,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured Pedobacter sp.
c2cfee2a35df185be4dc4a8cf82724c2,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured Pedobacter sp.
d45e7825d3a8b2eeee466977bbaf13d5,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured Pedobacter sp.
330120f6981e9d6dfac8df42a85aa8fd,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
fc53f4c6401c6a2fb8190bdb3bb60648,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
16543908ca23561ad5f998978c1061b3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
8060c34819a42f3a2e5f1690f0dad7f2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
0af2aee8c0040db1b011087cf18f51cc,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
4804669ff00c7ec682696fdd03d60923,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,unidentified
f7b696bc37afcf551c5b9fa1671494a2,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Aridibacter,unidentified
e921e545e3e42c795f12a215f520b1e2,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Aridibacter,uncultured bacterium
9b4be26e7bb3a23d25e080a3bba619f6,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,unidentified
6822e9275e1cf2e460d4d65db01c10d5,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,unidentified
18af34dfb9e7596ea964d1943f209056,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Aspergillus nidulans FGSC A4,Aspergillus nidulans FGSC A4
2108fb7ab8396edb650f8f7b9684d263,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,unidentified
303c4925cbb9efd5e4613be5237850d0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,unidentified
c17b9f556b16dd11584378735ea5fe9d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,unidentified
a69fc10a7627cd4f499a260ae0623b36,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis sp. f28(2011)
6326363cc12189a386d6c9e5c711038d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,uncultured Asticcacaulis sp.
965262ac6958f858ecd36c349c276af4,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,uncultured Asticcacaulis sp.
c3fe6ae58bb1e240a989dac6b2708532,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,unidentified
6f89bb754b27c481adaf2ad51bf3a5b1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Azohydromonas,uncultured bacterium
7a4e6f00ddaedb1c7f3ccc1865f86a56,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,unidentified
2fbc802efa79c20525a84f3b0b14b3e4,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,unidentified
f3715a1371dc384befb164649ad56a48,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,unidentified
5aed8de42bbf1a1fe746b40489d7bf97,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,unidentified
