Feature ID	Taxon	Confidence
021f35648f20deb0760f4e7df1254ed6	D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__Chthonomonadaceae;D_5__Chthonomonas;D_6__uncultured bacterium	0.99828296828174
02371acc2922a69f8d3a00b17f38f743	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group	0.999999998792118
023b294c00d0d28efb14ccbf139e9431	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured	0.9999967628166
023e63ea48f247b2a3c25d87d3a70ada	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas	0.968147238367586
02431c85d5f706b4c404e4d6d9f280fc	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae;D_5__Candidatus Alysiosphaera	0.999916611659618
0249c3aaa99525f692bd1abb68a697e3	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured	0.999997140649199
026173d16952ed294ba9fbd81d90406a	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured	0.95928096977232
0271d100fc4d650c73f3a01d364e75b9	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.99999726668614
027ced10364b73a7060b76ad4be54e3f	D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.987091359970054
0285ed8afc34ace1761a4b48c4d510ba	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__uncultured sludge bacterium S14;D_6__uncultured sludge bacterium S14	0.96147122448614
028921f3d71d087dcaf8ff1a822650bb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome	0.708557098219043
028aa080c07b780beb453efaa9e46017	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome	0.908929434301529
028e5235c92781d5fb66e552cd2412cd	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Methylacidiphilales;D_4__Methylacidiphilaceae;D_5__uncultured;D_6__uncultured bacterium	0.93614202264272
029e311ef9c7769743cb368cc9ef502e	D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__SJA-28;D_4__Chlorobi bacterium OLB5;D_5__Chlorobi bacterium OLB5;D_6__Chlorobi bacterium OLB5	0.910112429286808
02a38656698294d2ae2e548c7ded62be	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Roseomonas;D_6__Roseomonas frigidaquae	0.982343415467063
02c285724d247d2d0dee023369f2a134	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__UTCFX1;D_6__uncultured bacterium	0.715705338004342
02d15e8f6062f2a7510a79c99bdcb6d7	D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia;D_3__Hyaloperonospora arabidopsidis;D_4__Hyaloperonospora arabidopsidis;D_5__Hyaloperonospora arabidopsidis;D_6__Hyaloperonospora arabidopsidis	0.999346751883794
02d5602724eaa69d1160420cb733fd15	D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__S085;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium	0.874557879173906
02ea5ec82f19361c276c9ce80973dd58	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfarculales;D_4__Desulfarculaceae;D_5__uncultured	0.965781635093477
02eb5156bbd02887604313566b46afc8	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae	0.998856304598868
02ed94d6e388e96c866405253c03dbc0	D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__JGI 0001001-H03;D_6__uncultured soil bacterium	0.828614304697768
0305cd11d7a27d21d7a259b95731ce69	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	0.999961821628037
030db5dccd0deadb647b07e03da69d86	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41	0.999999102355372
031a791a41432bc284f70140fce37f55	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41;D_5__metagenome;D_6__metagenome	0.835244953116648
032b20de9b7225cc53631e7f55fdf158	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured;D_6__uncultured Gemmatimonadales bacterium	0.735837937618259
033316228663f081b0549de529d57874	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium	0.999945758857844
0337268f09c918de6bd586b5abe4353e	D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.870640803907561
036d333f5f3425b307234713abd08b7a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__uncultured	0.999171236504778
0380c1326d8afbb5bc9d0c33caaef2d9	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.966559595147362
03985f9af136ccb0247a04b6fce261ff	D_0__Bacteria	0.984849215686268
03acc292a4d5553e1dcb787dbda082bc	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured actinobacterium;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium	0.994644112598513
03b1262050fc0484ecbb1f9083fa3d20	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	0.821543498323424
03bea6bb6aa78430f34037d0737f15e4	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.972986400380942
040bd74a5c9b1a37501cd9fc4c554326	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrososphaerales;D_4__Nitrososphaeraceae	0.999999999534134
0411bc4807e1e76a73b4fed50637a856	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__SWB02;D_6__uncultured bacterium	0.837592962468496
0412cc24e1ad6b835e85b3f45da4b27d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Microvirga	0.996037191566841
042e74b5c8d47ba694ce24c2bed730b0	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter	0.999999917670272
04369b843a5c99c4b093f8f341f98a7a	D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia;D_3__Entotheonellales;D_4__Entotheonellaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.795826733867609
043a47ead0803450c0f1ef5d3b5cb8a0	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium	0.999841022484774
04720a038796a8d1f71bbeb08674cffc	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__uncultured;D_6__uncultured Verrucomicrobia bacterium	0.908815757369797
048248139938aad54c73f98a6bd6777a	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Iamiaceae;D_5__Iamia	0.999178317141402
0482d026ded9fcdb059fc22bd533d5a2	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.986505247163839
049c81252a518dddbb32501bf03f514a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter	0.994765628287377
04aad26312a2099568cba48eb37a94c1	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured;D_4__uncultured actinobacterium;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium	0.851953773085756
04aec2e8a6b21df4bd67209d91476fdb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae	0.999999999910124
04ba48fa255c5739c2c9cdb11dc55fb2	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae;D_5__uncultured;D_6__uncultured bacterium	0.729843590737829
04bb082862236e0bc468ef57ad580034	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Candidatus Udaeobacter	0.999973989689608
04d48d39ad622f64f5a906a474496989	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured bacterium	0.987087203776801
04d6d94e23c084ef0bb9915c8019b4a4	D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.821119978287707
04ecfad5772d2e09a84a0f5ef460536c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Methylobacterium	0.999999972776157
04f235ca452618dfb528533044f4f481	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	0.972489213008479
04f9f05f2e0abcfc0c74e1bc1c42809b	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas;D_6__uncultured Gemmatimonadetes bacterium	0.996068967632495
0502ced78b9404e0108f31cd8c7d649f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__Methylobacillus;D_6__uncultured bacterium	0.731839462725413
0505f18a07cc1202f4f67946ea1518a0	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42	0.999982275111356
050c5db3666eefaea45e848aebae56b7	D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured	0.936581327438878
05132b1dde6536848b2b69d54c367c2a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae	0.999999517434084
051aacb530dac3fa4ae8977fa335da79	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__uncultured Sphingomonadaceae bacterium	0.856727115590678
05231ae9d7937e739fd1bbee84f3c527	D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.904822826794165
054440c6f4abc75f0ee808fb39db2299	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__uncultured;D_6__uncultured bacterium	0.802042339547336
05493b9ad26662b9aa16b464c0e17b2e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium	0.996853561266658
0564b7d91bdbbd7010dfa7c411ddf802	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Chthoniobacter	0.99998211815858
05a82b5fb95c3bd004734e4080ff59ec	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group	0.999999989531769
05b18ec772b1068d4e5af85a64eaed0f	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Brachybacterium	0.999955416971798
05b7c971a02608cdc3e3c1f736da3292	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter;D_6__uncultured bacterium	0.928526137605632
05da8e08f1914900e059f09573a93c20	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus	0.999867339029987
05ebc5aa6eb67f3c042d841a6b7be919	D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia;D_3__Hyaloperonospora arabidopsidis;D_4__Hyaloperonospora arabidopsidis;D_5__Hyaloperonospora arabidopsidis;D_6__Hyaloperonospora arabidopsidis	0.987556361360183
05ebe8e85db18c7be6e1cb4845aea55f	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Dermacoccaceae;D_5__Dermacoccus	0.990493827864324
061816bccafda467726561e6114ec66c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium	0.999998725689804
061c698374f3607abb59bf33a925ef1d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Spirosoma	0.999999998303684
06304823340a2d6aaf3361ef0fb5781c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Hymenobacter;D_6__Parahymenobacter deserti	0.774168831692195
06423a7df4cc77901c504eff02d37429	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium	0.951167188090016
0645cfdb2876f4a16825384541e05244	D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured soil bacterium;D_3__uncultured soil bacterium;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium	0.730128218164847
0646594904384c952cfd5d4c31c38e48	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Phenylobacterium;D_6__metagenome	0.952416122740444
0665d238c05c9b5d458e0eeb8813ac3b	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__uncultured	0.740369077660685
067e4fad50a1c00ddc8062d8d08b0552	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Adhaeribacter;D_6__uncultured bacterium	0.954117530034905
06800834b26574b7f22bda68b3d29c2f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Roseococcus	0.987048649637521
0683f913ecd6befa2e067ceeffe180ad	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured Geothrix sp.;D_4__uncultured Geothrix sp.;D_5__uncultured Geothrix sp.;D_6__uncultured Geothrix sp.	0.757722564234751
0688c84c8f6e36d1df86427f819f5b3e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Fusarium mangiferae;D_6__Fusarium mangiferae	0.912795418626944
06ad92b8571a601a6ba26f122d2b2a55	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__Ellin6067	0.999999445661218
06b8da401162a0585fe63cfc5491b288	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Polynucleobacter	0.999859758825987
06bb3fa895e072e060638ec1131d0d3c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.999140878529841
06c02fc536f0f56bd9946e352fa7a769	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Flavisolibacter;D_6__uncultured soil bacterium	0.764390264804053
06c643cf5249f6b753a9c94de83d0e8f	D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__Blastocatella	0.756167682648049
06cc4b3e1501c7f82d4d6361aa759035	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XII;D_5__Exiguobacterium	0.999519460828766
06db7cd2af514220656c992cd04fb86a	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.883618942019702
06ee8e76600e33adda041d02185242e0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.749705007902487
06f4624ad688655f9aae52201a8a146d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium	0.999985776303047
06f825b512d903b9230e1a55d87359ee	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus	0.999895167353443
07155d961aea72ab502375b13ea42c76	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__uncultured proteobacterium	0.807611745197854
071df3b97c7d960d1df120e95cf3fc38	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__uncultured;D_6__uncultured soil bacterium	0.987811735784016
072108ce4e617d57477851bdf0dcb671	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Methylobacterium	0.999999958082917
07217e328e93be0da5a21c43dcb9ecad	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__MND1	0.999870170309966
07360e6bf9100e2cf601111ce74dae7d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__A21b	0.999999794705992
073b0a948ef41a8879e63f0203fd5467	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Prosthecobacter	0.986177514182148
07525d8b6db4f71e15746b9fe58f1c21	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula	0.999976122977937
075389283f8260b6a31c23f5eada67de	D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.970621286785223
078315fad84e213ee4ba75f9942bd0e2	D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured soil bacterium;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium	0.997299908081849
0783eca661b23de8735d4bfc78736c13	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Vogelbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.999929563121815
07940ca0ef3d6920c31e12613c58f106	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured bacterium	0.962853046909775
0798d442dbdb4370f70d7acdb77d3cee	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10	0.99999169629881
07aa8594abbda169aac122df8cc1b3a3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium	0.999992577691066
07aef506834afaa87eb63bd19cb532d1	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured planctomycete;D_6__uncultured planctomycete	0.811594752016678
07b70d2471fc9dc33dfa392fa6c63e57	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.877462041231808
07b9db0375df4a5e63c8a479145d4478	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0.999999976175114
07c9e40a1045b5b17946d7f17341f30e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingorhabdus;D_6__uncultured bacterium	0.989007559676359
